sr,source_ip,destination_ip,protocol,packet_length,packet_info,source_mac,destination_mac,source_vendor,destination_vendor,asset_type
120,192.168.100.1,192.168.100.19,17,329,<Ether  dst=b4:6b:fc:c7:e5:6b src=04:b0:e7:65:21:ef type=IPv4 |<IP  version=4 ihl=5 tos=0x0 len=315 id=26512 flags=DF frag=0 ttl=64 proto=udp chksum=0x88bc src=192.168.100.1 dst=192.168.100.19 |<UDP  sport=domain dport=63774 len=295 chksum=0x6406 |<DNS  id=3765 qr=1 opcode=QUERY aa=0 tc=0 rd=1 ra=1 z=0 ad=0 cd=0 rcode=ok qdcount=1 ancount=3 nscount=1 arcount=0 qd=<DNSQR  qname='vscode-sync.trafficmanager.net.' qtype=HTTPS qclass=IN |> an=<DNSRR  rrname='vscode-sync.trafficmanager.net.' type=CNAME rclass=IN ttl=218 rdata='vscode-sync-ase-01.azurewebsites.net.' |<DNSRR  rrname='vscode-sync-ase-01.azurewebsites.net.' type=CNAME rclass=IN ttl=218 rdata='waws-prod-sg1-051.sip.azurewebsites.windows.net.' |<DNSRR  rrname='waws-prod-sg1-051.sip.azurewebsites.windows.net.' type=CNAME rclass=IN ttl=2766 rdlen=52 rdata='waws-prod-sg1-051.southeastasia.cloudapp.azure.com.' |>>> ns=<DNSRRSOA  rrname='southeastasia.cloudapp.azure.com.' type=SOA rclass=IN ttl=271 mname='ns1-01.azure-dns.com.' rname='msnhst.microsoft.com.' serial=10001 refresh=900 retry=300 expire=604800 minimum=60 |> ar=None |>>>>,04:b0:e7:65:21:ef,b4:6b:fc:c7:e5:6b,"HUAWEI TECHNOLOGIES CO.,LTD",Intel Corporate,Unknown Protocol
121,13.67.9.5,192.168.100.19,6,432,"<Ether  dst=b4:6b:fc:c7:e5:6b src=04:b0:e7:65:21:ef type=IPv4 |<IP  version=4 ihl=5 tos=0x0 len=418 id=46804 flags= frag=0 ttl=108 proto=tcp chksum=0x5b7e src=13.67.9.5 dst=192.168.100.19 |<TCP  sport=https dport=49323 seq=2814690637 ack=2746987343 dataofs=5 reserved=0 flags=PA window=16385 chksum=0xdde0 urgptr=0 |<Raw  load='\x17\x03\x03\x01u\x0e\\xf8\\x8f\\xf8c\\xd4\\\\xaa\\xba]\\xa0\x16\\xfa^\x1c\\xfd\\xbbf\\xc2ԣ\\xfd\\xf1u\\xbeU\x07C0\\xba~\u05fa\x04?\\xb1\\x98\\xd3\x10\x19\\xa8\x08<\\xf1H]\\xcd0\\xd4\\xf9\\x8d\\x9a\\xe5\x15\\xe3V\\xa5\\xe2H\\x85\\xbe\x1c\\xaa\\xf8Zv\\xb6\\xf1\\xd4J=\\xbdy4\\xae\\xeb\\xeeC\x1c\x19\\xa9`\\xbb\\x84U{R\\xafp\x1bG\\xd2\\xc76\\xfdF\\xeax\\xdcc\\xc79\x13\\x98\\xe0\\xd4\\xd5\\xe8\x16\\xd6y5\\x83\\xf2\\xab\\x87\\xfa?\x02\\xa8l;\\xf5Φc\\x8eb\\xa4p&o_]\x0e\\x80\\xee\\xb6\\xce:E\\xf93\\xbaMpJ\\x95\\x8e+?\x00^\\x90L\\xaf\\xa3ѕxPB\\x87\\xdd\x00\x13\x14O;&\x7fGh\\x8bT\\xadw\\x86\\x8cUύ\\xc8\x16ZHxB\\xdf\\xd1QcC\\xf9\\x91\\xbf\\xa6\\x9f\\xbe\\xf2\r(\\x80\\xe8\\x99i,\x0b`Yڦ\\xeb\\xb7O\\xcf\\xe9\\xb72\\xacy\\xac[\\xdb\\xfd\\xe9\\xc1\\xc0\\xb9\\xe8\x07\\xb4\x1b\\xb3\\xa4\x08fwR\x17vQό#te\\xbb,n\\xb8ӛO:v\x07/\\xb0ރm\\xb0\\xf6+\\xae\\xbaQ\\xf5\\xc0\x0e\\xe0W\\xed\\xa5\\xd5ޘ\\xbf0x&\\x93-\x159u\\xc5Oh.\\x96:\\xc8\\xe6]#Ñ\\xe4\\xadk\\xb9\\xc5\x1d\x1d\\x9dx\\xff\\xef\x1cx\\x97\\xf20ܨ\x0e\x03\x07\\xf45I6ڭ\\xca\\xeaKY\\xe67\\xf3\\xfaR|)0\x15E\r\\xa2\\x81\\xf3\\xd3\\xd3O\x7f\\xf9\\xa8t\\xdaD\\xe8l\\xf2>3\\xcd^lɊ\\xbav\\xf1\\xe0\\xd1\\xd6+\\xddV\x1d' |>>>>",04:b0:e7:65:21:ef,b4:6b:fc:c7:e5:6b,"HUAWEI TECHNOLOGIES CO.,LTD",Intel Corporate,Unknown Protocol
122,192.168.100.19,13.67.9.5,6,54,<Ether  dst=04:b0:e7:65:21:ef src=b4:6b:fc:c7:e5:6b type=IPv4 |<IP  version=4 ihl=5 tos=0x0 len=40 id=8042 flags=DF frag=0 ttl=128 proto=tcp chksum=0xa062 src=192.168.100.19 dst=13.67.9.5 |<TCP  sport=49323 dport=https seq=2746987343 ack=2814691015 dataofs=5 reserved=0 flags=A window=257 chksum=0xebd1 urgptr=0 |>>>,b4:6b:fc:c7:e5:6b,04:b0:e7:65:21:ef,Intel Corporate,"HUAWEI TECHNOLOGIES CO.,LTD",Unknown Protocol
123,192.168.100.13,239.255.255.250,17,164,"<Ether  dst=b4:6b:fc:c7:e5:6b src=5a:3f:ca:a1:ab:9a type=IPv4 |<IP  version=4 ihl=5 tos=0x0 len=150 id=689 flags=DF frag=0 ttl=1 proto=udp chksum=0x61f6 src=192.168.100.13 dst=239.255.255.250 |<UDP  sport=46640 dport=ssdp len=130 chksum=0x47e9 |<Raw  load='M-SEARCH * HTTP/1.1\r\nHOST: 239.255.255.250:1900\r\nMAN: ""ssdp:discover""\r\nST: urn:mdx-netflix-com:service:target:1\r\nMX: 2\r\n\r\n' |>>>>",5a:3f:ca:a1:ab:9a,b4:6b:fc:c7:e5:6b,Vendor Not Found,Intel Corporate,Unknown Protocol
124,192.168.100.13,239.255.255.250,17,167,"<Ether  dst=b4:6b:fc:c7:e5:6b src=5a:3f:ca:a1:ab:9a type=IPv4 |<IP  version=4 ihl=5 tos=0x0 len=153 id=690 flags=DF frag=0 ttl=1 proto=udp chksum=0x61f2 src=192.168.100.13 dst=239.255.255.250 |<UDP  sport=46141 dport=ssdp len=133 chksum=0xb749 |<Raw  load='M-SEARCH * HTTP/1.1\r\nHOST: 239.255.255.250:1900\r\nMAN: ""ssdp:discover""\r\nST: urn:dial-multiscreen-org:service:dial:1\r\nMX: 2\r\n\r\n' |>>>>",5a:3f:ca:a1:ab:9a,b4:6b:fc:c7:e5:6b,Vendor Not Found,Intel Corporate,Unknown Protocol
125,192.168.100.8,224.0.0.22,2,54,"<Ether  dst=b4:6b:fc:c7:e5:6b src=7c:b2:7d:dc:77:e2 type=IPv4 |<IP  version=4 ihl=6 tos=0x0 len=40 id=23960 flags= frag=0 ttl=1 proto=2 chksum=0xc270 src=192.168.100.8 dst=224.0.0.22 options=[<IPOption_Router_Alert  copy_flag=1 optclass=control option=router_alert length=4 alert=router_shall_examine_packet |>] |<Raw  load='""\x00\\xfa\\x8c\x00\x00\x00\x01\x03\x00\x00\x00\\xe0\x00\x00q' |>>>",7c:b2:7d:dc:77:e2,b4:6b:fc:c7:e5:6b,Intel Corporate,Intel Corporate,Unknown Protocol
126,,,,90,"<Ether  dst=b4:6b:fc:c7:e5:6b src=7c:b2:7d:dc:77:e2 type=IPv6 |<IPv6  version=6 tc=0 fl=0 plen=36 nh=Hop-by-Hop Option Header hlim=1 src=fe80::c00a:24aa:7fee:cf2c dst=ff02::16 |<IPv6ExtHdrHopByHop  nh=ICMPv6 len=0 autopad=On options=[<RouterAlert  otype=Router Alert [00: skip, 0: Don't change en-route] optlen=2 value=Datagram contains a MLD message |>, <PadN  otype=PadN [00: skip, 0: Don't change en-route] optlen=0 |>] |<ICMPv6MLReport2  type=MLD Report Version 2 res=0 cksum=0x3c01 reserved=0 records_number=1 records=[<ICMPv6MLDMultAddrRec  rtype=3 auxdata_len=0 sources_number=0 dst=ff02::13a |>] |>>>>",7c:b2:7d:dc:77:e2,b4:6b:fc:c7:e5:6b,Intel Corporate,Intel Corporate,Unknown Protocol
127,192.168.100.8,224.0.0.22,2,54,"<Ether  dst=b4:6b:fc:c7:e5:6b src=7c:b2:7d:dc:77:e2 type=IPv4 |<IP  version=4 ihl=6 tos=0x0 len=40 id=23961 flags= frag=0 ttl=1 proto=2 chksum=0xc26f src=192.168.100.8 dst=224.0.0.22 options=[<IPOption_Router_Alert  copy_flag=1 optclass=control option=router_alert length=4 alert=router_shall_examine_packet |>] |<Raw  load='""\x00\\xf9\\x8c\x00\x00\x00\x01\x04\x00\x00\x00\\xe0\x00\x00q' |>>>",7c:b2:7d:dc:77:e2,b4:6b:fc:c7:e5:6b,Intel Corporate,Intel Corporate,Unknown Protocol
128,,,,90,"<Ether  dst=b4:6b:fc:c7:e5:6b src=7c:b2:7d:dc:77:e2 type=IPv6 |<IPv6  version=6 tc=0 fl=0 plen=36 nh=Hop-by-Hop Option Header hlim=1 src=fe80::c00a:24aa:7fee:cf2c dst=ff02::16 |<IPv6ExtHdrHopByHop  nh=ICMPv6 len=0 autopad=On options=[<RouterAlert  otype=Router Alert [00: skip, 0: Don't change en-route] optlen=2 value=Datagram contains a MLD message |>, <PadN  otype=PadN [00: skip, 0: Don't change en-route] optlen=0 |>] |<ICMPv6MLReport2  type=MLD Report Version 2 res=0 cksum=0x3b01 reserved=0 records_number=1 records=[<ICMPv6MLDMultAddrRec  rtype=4 auxdata_len=0 sources_number=0 dst=ff02::13a |>] |>>>>",7c:b2:7d:dc:77:e2,b4:6b:fc:c7:e5:6b,Intel Corporate,Intel Corporate,Unknown Protocol
129,192.168.100.8,224.0.0.22,2,54,"<Ether  dst=b4:6b:fc:c7:e5:6b src=7c:b2:7d:dc:77:e2 type=IPv4 |<IP  version=4 ihl=6 tos=0x0 len=40 id=23962 flags= frag=0 ttl=1 proto=2 chksum=0xc26e src=192.168.100.8 dst=224.0.0.22 options=[<IPOption_Router_Alert  copy_flag=1 optclass=control option=router_alert length=4 alert=router_shall_examine_packet |>] |<Raw  load='""\x00\\xf9\\x8c\x00\x00\x00\x01\x04\x00\x00\x00\\xe0\x00\x00q' |>>>",7c:b2:7d:dc:77:e2,b4:6b:fc:c7:e5:6b,Intel Corporate,Intel Corporate,Unknown Protocol
130,,,,90,"<Ether  dst=b4:6b:fc:c7:e5:6b src=7c:b2:7d:dc:77:e2 type=IPv6 |<IPv6  version=6 tc=0 fl=0 plen=36 nh=Hop-by-Hop Option Header hlim=1 src=fe80::c00a:24aa:7fee:cf2c dst=ff02::16 |<IPv6ExtHdrHopByHop  nh=ICMPv6 len=0 autopad=On options=[<RouterAlert  otype=Router Alert [00: skip, 0: Don't change en-route] optlen=2 value=Datagram contains a MLD message |>, <PadN  otype=PadN [00: skip, 0: Don't change en-route] optlen=0 |>] |<ICMPv6MLReport2  type=MLD Report Version 2 res=0 cksum=0x3b01 reserved=0 records_number=1 records=[<ICMPv6MLDMultAddrRec  rtype=4 auxdata_len=0 sources_number=0 dst=ff02::13a |>] |>>>>",7c:b2:7d:dc:77:e2,b4:6b:fc:c7:e5:6b,Intel Corporate,Intel Corporate,Unknown Protocol
131,192.168.100.19,20.42.73.27,6,167,"<Ether  dst=04:b0:e7:65:21:ef src=b4:6b:fc:c7:e5:6b type=IPv4 |<IP  version=4 ihl=5 tos=0x0 len=153 id=5005 flags=DF frag=0 ttl=128 proto=tcp chksum=0x64d1 src=192.168.100.19 dst=20.42.73.27 |<TCP  sport=49317 dport=https seq=2860427390 ack=1891395692 dataofs=5 reserved=0 flags=PA window=254 chksum=0xf7b8 urgptr=0 |<Raw  load=""\x17\x03\x03\x00l>\x1d\\x8a\\xd0\x0e\\xb1\\xb8\\xb3\\xd0m\r\\x93-\x13\\xa9\\xc8ad;YbV^)\\xb4 F\\x9f\\xbd\\xfe.\\xf6\x1e1n\x1d\x1cK\\x9d{\\xc5'\\xb33 \x1eeI\\xcf{\x148\\xe1\\xd7\x02\\xe4\\xc10\x1f,W=\r:\x12o+{\\x91Q\x10\\xb9\\xdd%\\x87y\x1cS\x10\\xdbF\\xa7\u05cd\\xa6\\xa7\\xab0j\\xd7!\x04\\xaf\x1d9\\x96/P}\x07\x1bh\\xa6\\xe6w*\x02R"" |>>>>",b4:6b:fc:c7:e5:6b,04:b0:e7:65:21:ef,Intel Corporate,"HUAWEI TECHNOLOGIES CO.,LTD",Unknown Protocol
132,192.168.100.19,20.42.73.27,6,93,"<Ether  dst=04:b0:e7:65:21:ef src=b4:6b:fc:c7:e5:6b type=IPv4 |<IP  version=4 ihl=5 tos=0x0 len=79 id=5006 flags=DF frag=0 ttl=128 proto=tcp chksum=0x651a src=192.168.100.19 dst=20.42.73.27 |<TCP  sport=49317 dport=https seq=2860427503 ack=1891395692 dataofs=5 reserved=0 flags=PA window=254 chksum=0x162a urgptr=0 |<Raw  load='\x17\x03\x03\x00""\\xbc\x03`b\\xe0\\xea\x0b\x1aڃ\\x88\\xbf\\xcd\\xfdS\x1c\x1c\\xad#\x12x\x0f)\\xeaԋ\\xce\x16\\xadpQeq\\xf1' |>>>>",b4:6b:fc:c7:e5:6b,04:b0:e7:65:21:ef,Intel Corporate,"HUAWEI TECHNOLOGIES CO.,LTD",Unknown Protocol
133,192.168.100.19,20.42.73.27,6,1494,"<Ether  dst=04:b0:e7:65:21:ef src=b4:6b:fc:c7:e5:6b type=IPv4 |<IP  version=4 ihl=5 tos=0x0 len=1480 id=5007 flags=DF frag=0 ttl=128 proto=tcp chksum=0x5fa0 src=192.168.100.19 dst=20.42.73.27 |<TCP  sport=49317 dport=https seq=2860427542 ack=1891395692 dataofs=5 reserved=0 flags=A window=254 chksum=0x6bb5 urgptr=0 |<Raw  load='\x17\x03\x03\x08!\\xb7\\xb7\\xf4\x1c\\xdd\\xd9\\xe1\x1f\\xcf| ڬ\x03ie\\xe9\\xc7PŸ\\xf0\\xc4*\\x80\\xe2?6\\x97\\x87\\xa9z\\xf8\\xaf\\xd2\\xfc\x13d@\x00\\xbe\\xebQ+\x0c\\xc39\x02\\xab\\x8f\\xae\r\\x91\\x91\\x8d\\xd3\\xf9\\xb7oHp\\x94\\xe6\\xf0\\xbc\x0f\\xe1m\\x8b\nq\\x87D\\xd5\\xca\x04ja\\xbai\\x883\x02P\r\\xa9\\x98M{Ŕ\\x95\\x95\\xa5\\xb8Ӑ\\x8e\\xfb\\x8b`\x03=W\\xae\u0602|?c\\xa8Fn*S \\xc4SQU\\xa2o\\xf9/\\xf2h\\xdaQ\\xb5U\\xd3S\\xe1\\xfb\\xa1\\x99\\xf9\\x9a\\xd9xC\\x94U\\xc0\\xc7m\\x9esc\\xe0ُ\\xc3NX\\xa9g\\x9a\\x8e\x14\\xe5\\xfe\\x8d\\xf5w\\xc7\\xca\x10\\x8d\\xba\\xe4kc\\xe0\x08\\xa4\x01ӳ\\xcc(\\xcb\\xf6LN\x0f\\xe5=\x1eM\\x82\\xef\x03\\xfa&W\\xeeI\\xd5\\xd4Kn\\xb3r\\xa2Y\\x9f\\xd2\\xfd\\xd0""7f*\\xb6^y\\xbcV&\\x84v\\xed\\xd6M\\xa9\\xfdu\\xeb*P\\xc3|\\xa0,\\xfa\x02\\xf3n\\xc6\\xdc\r\\xb2l\\xf0\\xb1/\\x8b\x19\\xc0+\x15\\xdc\x0fG\\xee\\xe0OF\\xd7K\\x85\x03\\xbe\\xc06\\x91\\x9f4\\xac\x18UJ2\x08\\x8d\\xaa\\xdfI}\\x97\\xe1g^\\xcc\\xf3w\\x822\x7fp\\xc7އ\\xa2\\xf2\x0c_U\ue122\\x83\\x91\\xf5@Zc\\xc6WEGO\\xd6I\x15\\x8e\\x9e\\xa0Ş\x1f\\x9e\\xf1\x18A\\x94J\\xd9O\\xac\\x99\x1e\\xf8\\xd1\\xd9I\\xe6%ȳ\\xabB\\xdau\x1du\\x98\\xe1\\x9f+\\x91\\xfe?Ǵ>\\xbc\\xbb,\\xf4\\xd9\x01\\xc8`9,\x11\\xf0\\xab\\xc8\x07\\x84\x10\x1dU\x18\\xe0""\\xe5vx\\xadpM\\x9e\x04\x13lR\\xc4\\xf74\\x92\x1c\\xe0M\x02\\x9cs\x1f\x04\\xe2*(\\xab\\\\xe89&\\xfa\x12Dz\\x8f\\xd2\\xd8Ӳ\\xc4H\\xf7B*\\xfb\\xed\x05\x0bT4\\xfeMZ\\xaf\x00p\x01\\xa8g)q\\xb8\x18VJ\x02h]i[\x1b\\x9c\\x8b\x1ac\x06\\xc2\x0eh})]\x03%\\xad\\xc1\\x90Ǫ\x13u9\\xab]cɎ\\xa6!\\xad\\xfc\\xbf4\\xa1\\\\x86?\\xeb\x06\\xf9n\\xa8mu\'\\x98\\xb3\\xde.q\\xbc\x17\x01\\xc6ņ\\x9d=\x11\x19?ϭ\\xda(-\\x99lO\\x83\\xb2\\xe5;\\xd9\\xc8\\xf7\\xbd\x15 䀢n\\xd5a\x16\\x8b\\xb2}\\x80\\xfd\\xeb\\xe7n\r#\\x80\x11\\xe4N \\xe7\\x93Gh \\x9ef\\xb5\\xf0\\xff\\x95\\xbb\\xa0-\x11ek\r\\x82\\x97{\\x80\\xf30\\x86>v\\xb1`\\xc9nt\\xa4\\xaa\\xfenI8\\xf40@\\xa0\x08\\x9a\x18Pܖ\\x81\\xd5\x10dL\\x93\\xca7m\\xc4\x0c\\xd3\\xcdPi\\xec;vй\\xd6 &\\xc2+\\xd8\\xffp(8_~gc\\xf5\x02L\\x86\x17\\xd1z\\xd6ud\x0fU\\xa5\\xe5\\xe3\\xd9\\xc23\\xaa\\xb4\\xd5M\x18Р\\xdd\\xc8+\\xccw\\x91\x0e[\\xea\\xc3\\xfb\\xc1a\t`K\\xaf\x05Q9\\xc0\\xed\\xf7|\x132cR\x0b\\xe0\\xe1\\xc7\\xf6\\xc0\x12g\\xf3\\xf2G\\xcd\\xe9\\x8e\\xff4\\x988?\x0eU\\x80\x07l3""""\\xe56\\x94\\xa3B\\x8d\\xf5}\x152\\x8b\\x8f\\x90ZvK\\x8a\\xb0=\\x94\\xb7j%XY=\\x95\\xef\\xc2*\\x9cr\\xa1~-\x1f\\xbc\\xbc\\xfa\x10\\x8dV\\xb3AQ˧\\xfe\\xbd]\\x84F\\x92\\xe5@\x07\\xe2\x16\\xc7쪯\x7f\x0fG\x12;\\xc4&A\\xcb\\xd4\\xdd\x19=X\x14P\x0fk\\x9a\\xd9C\\xab\x01\x0f\\x89|Є1麒\x05`xQ\x19\\xcc\x19߈~\\xf7)0\\xd8.U\\xcc\\xfe\\xae\x05\\xf4\\xe1 EN\\xbd\x06\\x87\x06:\\xb6G\\x9e\\xfd\\xc8\uee02\\xefƛ\x0b!_\\x89\\x98\\x8bl\\x95}\\xed^\\xad\\x9d\\xa2\\xca\\xce!kH\\x91\\xde?\\xb1Oa2\\xfa\x10c\\xee\\xde\x01\\xb6\x03\\xd1ԩ?\\xb2\\xd8""{\x06@\\xdfH\x0c\\xe3\\xf5F+y\\x97h\\xf1\\xa1唽\\xc1=\\xfbG\\xf1uM\\xab\\x9ed{/\\x82\\x9e\x03\\xa2[A\\x90z\\xa2\x10\\xe4\x1dL\\xb4\\xf6i\x0f\\x80\\xa0y\\xf5\\xd9ۓ \\xae\\xc3(,0\\xa8\x02\\xf3\\xa2\\xfc\x1a\\x9c\\x8f\\xd3\x02F\\xcaE\\xd2\x11@\\xa1e\\x96\x16\x11=$^4\rt\\xb0\\xb3\\xb0\\xc7ʱSl\\x88zsH\\xf0\\xc5h\\x9d\\x8e\\x85%\\x8ec\\xb9\x1c\\xf0\\xdf[|n\\xe5\x08h\\x9a\\xce*g\\xbcy+\\xadؐ\\x9f\\xf3\x00/\\xa2\\xe9&\\x8e\\xbc\\xc7S\\xff\\x80\\xe3\\xcb\\xd4\\xcb\\xd5\\xc2\x1f.q\\xc0\\xb2\\xc3!V\\xa4/yc\\x93\\x88\\xe1\\xd6n\x0cZP0\\xead#\\xa77\\xbf\\xa7\\x80ȥZ-T\\xca?\\xa2\\xf6/UX\\xa6\x1b\\xeb\\xc3T\x18\\xbf\\xdf<}\\xa6b\\x90{j\x1e\x06a\\x96\x0ff\x0f\\xdd0\\xa7b\\x89\x03s}6Ge\\xf6P<H\\x948\\xaa\x16Ŀ\\xf3\\xcc\\xf4I\\xf1R\\x82T\\xf9\\xabV\\xe9\n\\xa0\\xe4\\xdbF\\xd7\\xf1\n\\xf3\x7f0\x7f3\\xc5\x12\\xcc\\xf0\\xbc#x/`l\\x86\\xbb\\xed\\xc7\\xd2H\x02\\x98\\xfcת\\x93\\xac\\xe0$\\xf8\\xfeZ\x04\\x84f&\\xf7,\\xbb\\xb8JI\\xd4\x19\\xc7o\x03\\x8as\\xd3\\xf9\\xec\\x9a\\xf4\\xd1@9\\xeb\\xd4 ;\\xb3u3P\\xa8b\\xdb\\xe9\\xdc\\xf8\\x8eck\\xceA\\x94\r\\xd1RX\\xa3""\\xb8\\xeb\x042꺻\\x8b3\\x80\\x8d\x1c{v)m&\\xf1""\x04\\xe81\\xf2\x02\x1fO\\xf3\\xd9\t~Z7\\xb2n(]\\xb8\\xdfD\\xf0\\x9e\\xbbh\x1f\\xaax8\\xd8~旿Zd\\xa8\x1c<J\x0e\\xe0\\xee7\\xcf\\xed\\x9bc\\x85f,\\xe4\x11S\\xda\\xde+\x04\\xbf\x03Q)s\\xfcٔ\\xd7BI\\x96o{\x0f\\x88`\\x94\x05\\xf7\\x92\\xdaP\\xf9`\\x9e\\xbd|\\xba\\xe5|\x12\\xfd\x04~N\\>\\xaa\x00\\xc5\\xd1+\\xef\x0c\x07G\x1c8}DJZ$\x0c\x1an\\xffWw\x18:\\xaeV\\xc5U\\xf0P\\xc5^|\\xb4\\x80L\x1e\x15\\xdc\\xe0\\xfc}\\x9c\\x8b*baT\\x82\\xa5\\xc4\\xc2\\xed\\xe8\\xa2q\\xf1\\x9b\\xe0.\\xbcy\\xf1o\\xa1\\xbb\\xa7X\\xf0y\\xddv2\\xf0\\xa8\\xb3\\xd0śW\\xa5M\\xa7\x14|Hʑ]sO\\xe1*\\xe5\\xc8""\\xfc' |>>>>",b4:6b:fc:c7:e5:6b,04:b0:e7:65:21:ef,Intel Corporate,"HUAWEI TECHNOLOGIES CO.,LTD",Unknown Protocol
134,192.168.100.19,20.42.73.27,6,700,"<Ether  dst=04:b0:e7:65:21:ef src=b4:6b:fc:c7:e5:6b type=IPv4 |<IP  version=4 ihl=5 tos=0x0 len=686 id=5008 flags=DF frag=0 ttl=128 proto=tcp chksum=0x62b9 src=192.168.100.19 dst=20.42.73.27 |<TCP  sport=49317 dport=https seq=2860428982 ack=1891395692 dataofs=5 reserved=0 flags=PA window=254 chksum=0x2959 urgptr=0 |<Raw  load='\\xf7\\xaf\\x84\\xa5\\xe0<\x1e\x1d\\x8c\\xb4W\\xb7\x1a\\xac#\\xa2b\x0e\\xe3""\\xd7=\\xd4\\xfck\\xa1\\xef\x15)\\xc5\\xc8+/\\xb1\\xfe\\x87\'\\xcf)P\\x88}\\x9e\\xb9C{\\x9c\\xd96S\\x85\x05^\\xe7\\x8f\x16*mU\\xa6\\xda\x1fl\\x84\\xc7K\x04]C\\xfc)e0!ЬV;\\xb4\\x8a\\xed\x11\\xedmS\\xbaQ\\x92\\x80\x1f\x7f1\\x9f\\x90\\x895k\\x83\\x90\\xedU\\xbcL\\xef\\xfb\\xc9Oon\x08\x05\x1d\\xb5\\\\xdc\x07i|\x1aE\x00Vd\\xe0\\x9bxL\\xd4\\xd4Q\\x99IvoW\\x9a\\xab\\xa5\\xb7_ڨ\\xdd.A:\\x84\\xf1l\\xd8a\\xd6\\Ev½\\xa0\\xae[\x05%226\\x8a\\xf2\\xa4M\\\x1c\x14\\x8d\x1f\x0b\x0f\'\x18\\xe5\x17m\\xd8\\xe7\\xa6\x1c7\\x8b\\xe9I\\xb9|KC\x15\\xb5\\xb8\x17\\x94\\xec\\xffu\x16\\xdd\\xfd:\\xebÐ\\x9c\\xb9]\x01ȷd\x1b\\x9d\\xcc3\x17X\\x8d\\xfb<\\xec`5p\\xc9\x08\\xa1\\xc7Z\x1aI\\x87\\x84g\\xdd\\xf0Շ\\xe2\x0bC\x1a4\\x91vUG\\xa5\\x83\\xbeī\\xaf\\xb0\\xb1\\xa9\\xbb\\xb1 \\xf1C\\xedld\\x87\x1d灜\\xaao<\\xa0\\x83\\xf6\\xaa\x038H\x1a\x7fu\x1aڗ)\\x9dJYY\\xc3\\xcc<\\x97d\\xde}\x1a\\xf2\x07I\x12\\xa5\\xfa\\x8e\x00\\x8b\\xe6\\xb4a\\x9b\\xa7F\\xa2\\xe0\\x8a\\xbf\\xfa\\xdc&\\x9aPXc\\x90R,gJ\\xe6\\xb2O6ȣ`\\xd9\x0bU\\x81I\x02Feq;\\xa8)\\xbc\\x91a\\xe1\\xb5Y!\\xfa\\xbc5:\\xfd\\x99|\\xe3\\xc6m\\xe8\x0cnlSC8\x07on\\xad\\x80+\\xbf2k\\xcb\\xe7FK³\\x8d\\xf3\\xc2\\xc3\x1b\\x8c\x04\\xca\\xc7,<r0ܩ\\x8b\x1fo\\xd9%\x0bq\x10\\xa8\\xdc\\xfa\\xdd\\xe9a\x17aQT\\xd6t\x07+\\x89E+r\\x8b\\x9c\\xe0gL\\xb7-\x1a\\xd8Lͽ\\x8ar\\xf8\\xde\\xc6\x7f\\xddp!ס\\x90@\\xea\\xb5Wg\\x98\\xbaZ5ohV\\xa4]G\\x85vwT\\xff<\\xa8\\xe8\\xd7p\\x951\x07\\x80a\\x98\x16D\\xfd"":\x04\x1a\\xe1`K%ì\\xeb5\x7fE\x00\\xbd{\\xda\x18*\x0f\\xb3h\x06?4\\x99kI4b\\xabٿ9\\xcew\\xb8?ӽ\\xbb(o\\xeds\x0bb+\x1e1\\xe1{\x1aި\\xa8\x11fź\\x98\\xd6F!GV\\xacIOЉ\\x86\x04ߢ\\x8e1\\xb2c\r\\x8f\\xde_i\\x97=4\\x95 ~Ē\\xe0\\xbd{\\x87\x1b\\x8drKI\\xb9\\xe5kjё\\xe9\\x9c쪲Y\\xa4\x11XRG@\\xa5\\xfe\\xf2\\xfd\x12\\xca\'תJc\x0ed(\x14]\'\\xea\\xde\\xc4/qĸ\\xde:\\xa51\\xfe\\xb7|_\\xb7\\xabV|' |>>>>",b4:6b:fc:c7:e5:6b,04:b0:e7:65:21:ef,Intel Corporate,"HUAWEI TECHNOLOGIES CO.,LTD",Unknown Protocol
135,20.42.73.27,192.168.100.19,6,54,<Ether  dst=b4:6b:fc:c7:e5:6b src=04:b0:e7:65:21:ef type=IPv4 |<IP  version=4 ihl=5 tos=0x0 len=40 id=51013 flags= frag=0 ttl=107 proto=tcp chksum=0x68a src=20.42.73.27 dst=192.168.100.19 |<TCP  sport=https dport=49317 seq=1891395692 ack=2860427542 dataofs=5 reserved=0 flags=A window=16384 chksum=0xfeb4 urgptr=0 |>>>,04:b0:e7:65:21:ef,b4:6b:fc:c7:e5:6b,"HUAWEI TECHNOLOGIES CO.,LTD",Intel Corporate,Unknown Protocol
